0.971957 1.083430
0.147089 0.103457
0.597241 0.265436
0.800246 0.655611
1.079220 0.986759
0.211351 1.463090
1.407970 0.815773
1.191530 0.672512
1.309480 0.664011
0.251516 0.589326
0.131341 1.251560
0.250033 1.702120
0.269882 0.643394
0.257699 0.362548
0.685268 0.600878
0.501084 0.153063
0.963381 0.009446
0.199994 0.452738
0.149380 0.026550
1.302560 0.844195
0.505129 0.396559
0.672140 1.242330
0.477468 1.623680
0.974468 1.029190
0.635606 1.246200
1.176970 0.651447
0.892417 0.662597
0.643512 0.973195
1.386150 0.099004
1.254270 1.266390
0.075492 0.333151
0.549483 0.131523
0.897777 0.475433
1.684100 0.381610
0.015868 0.064778
0.279946 0.725171
1.203500 0.261530
0.112559 0.240984
0.750981 1.187440
0.345732 0.093361
1.163300 0.028598
1.358320 0.570432
0.505857 1.387570
0.295763 0.287420
0.200215 0.397408
0.010046 0.111998
0.128803 1.127920
0.215454 0.028346
0.429718 1.378570
1.235070 0.982861
0.745876 0.779027
0.349081 1.311720
0.983797 1.126060
0.100060 0.060580
0.592854 0.044571
0.383946 1.086700
0.691660 0.458797
1.610640 0.535158
0.596335 0.793625
0.088187 0.448135
0.839089 1.204230
0.695847 0.138302
1.130920 0.060373
0.402570 0.137459
0.821461 1.023730
0.687176 0.486445
0.913731 0.341394
0.619556 0.253315
0.808104 1.443760
0.282521 0.111070
0.005106 0.000803
1.067850 0.100560
0.028942 1.045790
0.234580 0.697879
0.250621 1.188280
0.132385 0.747396
0.001265 0.797235
0.085691 0.139066
1.647180 0.182606
0.787484 0.227478
0.457962 0.581677
0.048496 0.972697
0.160582 0.270223
0.391528 0.477598
1.532610 0.730959
0.074734 1.187470
0.027453 0.024851
0.831508 0.618490
0.664534 0.795612
0.876298 0.751619
0.918570 0.572359
0.793566 0.735502
1.323380 0.173465
1.332920 0.154740
1.343040 0.272786
1.456070 0.137799
1.386580 0.149898
1.299160 0.000090
1.189090 0.000116
1.295970 0.000060
1.167230 0.000024
1.087600 0.000006
0.185931 0.028509
0.654871 0.004405
0.063605 0.005408
0.044378 0.018488
0.549573 0.032497
0.000372 0.000283
0.045241 0.030950
0.014058 0.004619
0.000129 0.000065
0.005642 0.003420
0.618104 0.527150
0.576758 0.453213
0.668160 0.442572
0.624729 0.602752
0.617814 0.588952
0.472567 0.872580
0.340006 0.940850
0.293907 0.975162
0.381014 1.008350
0.358172 1.016340
0.000031 0.955770
0.027462 1.015680
0.000012 0.958735
0.101227 0.934513
0.000006 1.056630
0.043465 0.086356
0.000176 0.000220
0.039918 0.024804
0.013748 0.042018
0.039947 0.064823
0.000346 0.527487
0.037068 0.237992
0.000211 0.298186
0.000054 0.719810
0.000045 0.830593
0.000042 0.000055
0.000029 0.000012
0.000045 0.000068
0.007075 0.006977
0.000020 0.000018
0.063156 1.035290
0.042288 1.061720
0.052261 1.089290
0.043197 1.082440
0.050830 1.064750
0.271261 1.018930
0.274979 1.015510
0.166843 1.001860
0.365400 0.968224
0.145049 1.034400
0.571525 0.597381
0.586083 0.560982
0.563053 0.598189
0.528871 0.593996
0.575565 0.593782
0.002452 0.000943
0.000115 0.000063
0.025410 0.012194
0.094174 0.036508
0.055760 0.018812
0.532817 0.000012
0.563955 0.000037
0.466773 0.000031
0.335994 0.031554
0.301386 0.027371
1.187890 0.000009
1.172700 0.000006
1.203100 0.000006
1.141640 0.000001
1.114860 0.000012
1.313960 0.000057
1.144250 0.010013
1.139750 0.105207
1.143630 0.000029
1.125610 0.000001
0.833469 0.684811
0.963679 0.518902
1.019200 0.410250
1.095240 0.641496
1.194630 0.396417
1.194170 0.000030
1.101290 0.000001
1.188850 0.000017
1.209690 0.000012
1.195230 0.000021
1.094380 0.000033
1.123050 0.000007
1.135020 0.000044
1.107210 0.000001
1.083560 0.000074
0.163093 0.031330
0.036998 0.004022
0.356150 0.003475
0.489743 0.037177
0.853971 0.008165
0.000288 0.000253
0.000031 0.000011
0.002211 0.001252
0.110654 0.060330
0.000010 0.000005
0.611323 0.589510
0.567435 0.596364
0.572293 0.615569
0.577358 0.586094
0.599308 0.516202
0.183775 1.102130
0.167891 1.029440
0.000245 1.039880
0.014152 1.111880
0.026288 1.040360
0.024039 1.058860
0.000027 1.076370
0.000051 1.040110
0.000016 1.060270
0.000020 1.038450
0.000007 0.000016
0.000122 0.000111
0.000062 0.000045
0.000018 0.000015
0.000024 0.000014
0.019177 0.219526
0.000089 0.638076
0.000008 0.395864
0.053381 0.248305
0.000017 0.000043
0.000040 0.000019
0.000010 0.000009
0.001119 0.002080
0.000016 0.000003
0.000013 0.000006
0.000021 1.046780
0.000037 1.079480
0.041753 1.045840
0.009838 1.040160
0.000052 1.020650
0.000016 1.052330
0.069925 1.052720
0.007571 1.078090
0.000118 1.026110
0.000116 1.051540
0.605360 0.564778
0.580050 0.587632
0.567873 0.574624
0.580162 0.589329
0.575347 0.583362
0.000033 0.000012
0.000088 0.000046
0.001770 0.000964
