4.37517568 2.39830297 
5.2673679 3.03483537 
2.75342709 4.08947006 
1.83676293 3.99996662 
3.78651254 2.82437247 
1.6767793 3.11805577 
1.94635134 4.32622303 
4.88590357 3.36763043 
3.31295624 3.61557608 
5.08970685 1.24616968 
1.24816391 3.31580827 
5.35969066 3.57860554 
6.17059268 3.43801802 
6.90336261 2.77828619 
1.90956806 3.8080393 
5.02804271 1.09743515 
1.51004224 2.88036849 
7.51290248 2.71287391 
0.491748852 3.41566722 
6.6362008 3.10564879 
4.61083856 2.78057225 
6.1821 2.44868 
4.92665 1.97347 
5.17895 1.76779 
4.90471 1.78291 
5.2575 2.52968 
5.36396 1.80376 
4.96738 1.75389 
6.46909 1.68883 
6.25759 0.921955 
6.31906 1.01145 
6.12303 0.580933 
4.79797 1.94649 
5.00392 1.0319 
5.00448 1.14292 
5.16911 1.09205 
1.92094 4.04925 
4.24256 2.59136 
4.22645 3.04641 
4.93778 1.52613 
4.54076 1.49211 
4.53284 1.58349 
1.60898 2.54086 
1.76749 2.24569 
2.02814 1.95123 
2.15497 2.12413 
2.17332 2.41902 
1.75792 2.08285 
1.75728 1.85003 
1.73376 1.67145 
1.71593 1.7521 
1.70705 1.99149 
0.683582 4.14695 
0.844405 3.16784 
0.820733 2.52471 
0.975786 2.52062 
0.821639 2.50378 
0.136073 3.70362 
0.227323 3.86384 
0.30998 3.16814 
0.405609 2.4384 
0.43446 2.7401 
2.12182e-05 2.58427 
0.0133567 3.12516 
0.0234018 2.73654 
0.00154729 2.82588 
0.00022481 2.67972 
0.0822824 3.554 
0.822728 3.46568 
0.433956 2.44242 
0.490611 2.91625 
0.423397 2.25147 
0.615769 3.12516 
0.628997 3.24523 
1.16436 2.73407 
0.928056 2.446 
0.449585 2.60462 
1.55366 2.56151 
1.69542 2.48037 
2.23451 2.67632 
1.35265 3.49626 
1.68841 1.69932 
2.02989 2.34087 
1.70385 1.8664 
1.81797 2.1348 
1.94722 2.32975 
3.37333 1.82895 
3.5568 1.26157 
3.06815 1.6548 
3.243 1.95997 
3.24027 2.58607 
2.44104 2.84569 
3.65729 1.91681 
3.47457 1.31624 
3.524 0.9629 
3.19499 2.98023 
4.76689 3.00412 
6.03729 1.76776 
5.10302 1.92929 
5.97326 1.06389 
6.14437 1.41612 
6.20633 0.62953 
6.13935 0.540639 
6.11949 0.699258 
6.1757 0.562347 
6.15485 0.61911 
6.22983 0.275214 
6.24565 0.303922 
6.59785 2.07501 
6.23599 0.222607 
6.28114 0.392448 
6.23874 0.338035 
6.20346 0.303012 
6.21503 0.400493 
6.21439 0.328002 
6.25439 0.515053 
6.2213 0.457626 
5.89211 0.709659 
6.12146 0.941302 
5.95583 0.510827 
5.95646 1.05152 
5.85076 1.51069 
3.51956 1.18357 
3.51364 1.1062 
5.35794 2.82949 
3.53089 0.850965 
3.52751 0.893058 
3.3682 1.61135 
1.71805 1.8644 
3.26459 2.10839 
1.71067 1.79528 
3.19744 1.74201 
2.1437 2.48663 
1.87555 2.07083 
1.61014 2.13882 
3.40754 4.38108 
2.0801 2.40896 
1.68622 1.83815 
1.67821 1.84481 
1.67227 1.68274 
1.71447 2.14885 
1.68526 1.88504 
0.960402 2.13558 
0.830549 3.06572 
1.30199 2.81426 
0.966169 1.92593 
0.991549 2.32638 
0.419869 2.29664 
0.416812 2.29975 
0.433383 2.36654 
0.428907 2.2753 
0.383285 2.80373 
8.17256e-06 2.56285 
5.62385e-05 2.61734 
0.000123041 2.60617 
2.77603e-05 2.59409 
3.91919e-05 2.59818 
0.247791 2.554 
0.0993044 3.60862 
0.346873 3.04257 
0.274291 2.33111 
0.273417 3.1221 
0.953639 2.06815 
0.924953 1.96222 
0.908637 2.14821 
0.931702 1.96767 
0.934709 1.7526 
0.944141 2.12004 
0.937359 1.87833 
2.091 3.23227 
1.08507 2.96315 
2.62125 4.58246 
2.85206 2.25786 
2.69246 2.8742 
1.79057 1.79463 
2.42412 2.52707 
1.80799 1.87303 
3.31737 1.77398 
3.12118 1.56828 
3.10472 1.64847 
3.11881 1.70654 
3.09037 1.52939 
3.5296 1.3012 
3.52789 0.727777 
3.47414 1.91553 
3.77667 1.89775 
3.75142 2.70632 
6.0055 1.62892 
5.69738 1.87545 
3.52905 0.837392 
7.54325 2.51731 
6.19405 1.41998 
5.93181 0.995643 
6.22612 0.909637 
5.84096 2.54663 
5.66818 1.46812 
