1.22845707 15.0369088 0.176332866 
7.62393811 15.1165141 0.0548039184 
1.79685132 16.7033223 0.162101228 
6.83939071 17.8348183 0.0717175759 
4.66903634 39.3719864 0.117332127 
1.73407702 15.0312251 0.196261901 
4.61438949 16.9717572 0.118148226 
4.50668979 17.2527258 0.0919883602 
0.784615805 15.4968251 0.00840509511 
4.66639121 15.0043488 0.0950028855 
1.2740287 15.4854763 0.169486971 
2.11702206 26.6497943 0.148223653 
1.43985406 16.760782 0.109834433 
5.05396028 28.4848277 0.105890177 
4.98730726 17.9363715 0.10195437 
1.63596765 32.1028623 0.156959425 
1.35561793 16.7481327 0.187254174 
1.22840929 26.4186075 0.176237793 
1.28317006 16.8183829 0.168870302 
1.45882399 22.8321557 0.112604235 
2.28913294 17.3271868 0.145715337 
0.398757 15.874 -0.052762 
0.346408 15.8566 -0.0604824 
0.278977 15.9936 -0.0699876 
0.142643 16.284 -0.0870365 
0.0763524 16.512 -0.0938435 
0.012967 16.8911 -0.0991024 
0.0207302 16.6451 -0.0985341 
0.0202603 16.6922 -0.0985692 
0.00152955 16.9208 -0.0998976 
0.00728511 16.8012 -0.0995038 
0.0108309 16.7567 -0.0992548 
4.66596 15.5053 0.0815414 
4.78511 15.102 0.0971897 
1.91203 15.0869 0.185991 
1.54331 15.0028 0.159197 
4.08299 15.0027 0.124852 
1.34612 15.5975 0.18683 
0.577243 15.391 -0.0250104 
8.03656 28.2872 0.0612589 
1.89715 15.1385 0.180525 
0.394263 16.1601 -0.0534346 
0.0169321 17.0918 -0.098815 
0.00409799 17.037 -0.0997235 
0.00597421 17.1737 -0.0995946 
0.0313355 17.2239 -0.0977217 
0.00618188 16.8136 -0.0995803 
0.000244009 17.0458 -0.0999837 
0.00182146 17.1458 -0.0998779 
0.0102478 17.3126 -0.0992961 
0.00438639 17.2353 -0.0997037 
0.0221758 17.4089 -0.0984258 
8.24825 61.9382 0.0526334 
0.0375547 17.4978 -0.0972265 
0.00546723 16.945 -0.0996296 
0.0014483 17.045 -0.099903 
0.0198049 17.3835 -0.0986031 
1.59198 18.6551 0.131884 
0.106523 16.2501 -0.0908928 
0.143342 16.0541 -0.0869586 
0.113889 16.1564 -0.0901337 
0.128581 16.121 -0.0885771 
0.0306732 16.9344 -0.0977737 
0.188638 18.3301 -0.0816804 
0.00223602 17.1619 -0.0998499 
0.00123211 17.0296 -0.0999176 
0.0115851 16.8706 -0.0992012 
0.181839 15.9818 -0.0825006 
1.68055 20.5225 0.195784 
1.00421 20.0475 0.0435714 
0.226055 15.8903 -0.0770063 
0.110201 16.1733 -0.0905156 
0.00875109 17.3301 -0.0994014 
7.95945e-05 17.0374 -0.0999947 
0.00467222 17.212 -0.0996842 
0.00178233 16.9454 -0.0998805 
0.000187772 17.0005 -0.0999875 
8.19445 23.6471 0.0641273 
8.15 25.6647 0.0651812 
0.0817526 17.9678 -0.0933348 
0.000617596 16.996 -0.0999588 
0.000762761 16.9731 -0.099949 
0.00218466 16.9877 -0.0998534 
0.000211359 17.0017 -0.0999859 
0.00524264 16.9312 -0.099645 
4.88728 38.3984 0.0992878 
0.013711 16.7525 -0.0990489 
0.461211 15.4989 -0.0432551 
0.245946 15.8283 -0.0744202 
0.341355 15.6587 -0.0612133 
0.38237 15.6295 -0.0552061 
0.320546 15.6911 -0.0641932 
7.49809 15.0066 0.0692024 
4.37994 15.0109 0.0860184 
8.02914 15.0101 0.0611943 
4.87683 15.0048 0.0799741 
5.05186 15.0652 0.107304 
0.00700708 16.7922 -0.0995231 
0.0121809 17.2807 -0.0991587 
0.00322953 16.8687 -0.0997826 
0.00182117 16.9442 -0.0998779 
4.43945e-06 17.0321 -0.0999997 
0.000543464 16.9721 -0.0999637 
0.00172063 17.0689 -0.0998847 
0.00103573 17.0056 -0.0999307 
0.00438012 17.0366 -0.0997042 
0.00213843 17.0017 -0.0998565 
0.000562881 17.0854 -0.0999624 
0.00222447 17.1281 -0.0998507 
0.00854632 17.2713 -0.0994158 
0.0146492 17.1758 -0.0989812 
0.00663894 17.1533 -0.0995487 
0.0362455 17.3499 -0.0973319 
0.000714845 16.9577 -0.0999522 
0.000866595 16.959 -0.0999421 
0.00116452 16.9416 -0.0999221 
0.00394199 17.0731 -0.0997341 
0.00580123 17.1315 -0.0996066 
0.00704143 17.1566 -0.0995207 
0.00422319 17.1162 -0.0997149 
0.000708729 16.9672 -0.0999527 
0.000686337 16.9593 -0.0999542 
1.91177 15.0125 0.185802 
8.17943 15.0152 0.0646572 
1.50418 15.0033 0.192311 
2.48088 15.0494 0.143133 
2.47727 15.0032 0.14318 
0.570155 15.4604 -0.0261403 
0.374664 15.6061 -0.0563472 
0.835652 15.3378 0.016641 
0.447262 15.5151 -0.045402 
0.332686 15.6683 -0.0624606 
0.0143381 17.3402 -0.0990037 
0.00238341 16.9304 -0.09984 
0.00364822 17.0131 -0.0997541 
0.0125947 17.2338 -0.0991291 
